last_name,first_name,gender,country,date,competition,round,location,apparatus,rank,difficulty,execution,penalty,score,full_name
Hong,Asher,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",PH,NA,5.7,6.5,0,12.2,Asher_Hong
Hong,Asher,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",PH,NA,5.7,7.75,0,13.45,Asher_Hong
Hong,Asher,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",SR,NA,5.9,8.55,0,14.45,Asher_Hong
Hong,Asher,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",SR,NA,5.9,8.45,0,14.35,Asher_Hong
Hong,Asher,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,NA,6,8.85,0,14.85,Asher_Hong
Hong,Asher,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,NA,6,9.05,0,15.05,Asher_Hong
Hong,Asher,M,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",FX,2,6,7.8,0,13.8,Asher_Hong
Hong,Asher,M,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",HB,35,5,5.45,0,10.45,Asher_Hong
Hong,Asher,M,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",PB,4,6,8.25,0,14.25,Asher_Hong
Hong,Asher,M,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",PH,14,6,6.6,0,12.6,Asher_Hong
Hong,Asher,M,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",SR,1,5.9,8.3,0,14.2,Asher_Hong
Hong,Asher,M,USA,2022-02-27,2022 Winter Cup,aa_final,"Frisco, Texas",VT,1,6,8.9,0,14.9,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,aa_final,"Antwerp, Belgium",FX,11,5.9,7.833,0,13.733,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,13,6,8.4,0.1,14.3,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,team_final,"Antwerp, Belgium",FX,NA,6,8.066,0.1,13.966,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,aa_final,"Antwerp, Belgium",HB,23,5,6.833,0,11.833,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,109,5.2,7,0,12.2,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,aa_final,"Antwerp, Belgium",PB,8,6,8.466,0,14.466,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",PB,6,6,8.466,0,14.466,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,6,6,8.833,0,14.833,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,team_final,"Antwerp, Belgium",PB,NA,6,8.2,0,14.2,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,aa_final,"Antwerp, Belgium",PH,20,5.5,6.833,0,12.333,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,60,5.4,7.7,0,13.1,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,aa_final,"Antwerp, Belgium",SR,3,6,7.833,0,13.833,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,17,6.1,7.866,0,13.966,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,team_final,"Antwerp, Belgium",SR,NA,6,8,0,14,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,aa_final,"Antwerp, Belgium",VT,20,6,8.166,0.3,13.866,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,team_final,"Antwerp, Belgium",VT,NA,6,9.1,0,15.1,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,6,6,8.866,0.1,14.766,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,7,6,8.866,0.1,14.766,Asher_Hong
Hong,Asher,M,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT2,7,5.2,9.066,0,14.266,Asher_Hong
Hong,Asher,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",FX,2,6.3,8.2,0.1,14.4,Asher_Hong
Hong,Asher,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",HB,8,5.6,7.85,0,13.45,Asher_Hong
Hong,Asher,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",PB,7,6,8.3,0,14.3,Asher_Hong
Hong,Asher,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",PH,26,5.8,6.5,0,12.3,Asher_Hong
Hong,Asher,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",SR,1,6.1,8.3,0,14.4,Asher_Hong
Hong,Asher,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",VT,1,6,9.1,0.1,15,Asher_Hong
Hong,Asher,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,NA,6.2,7.5,0.4,13.3,Asher_Hong
Hong,Asher,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,NA,6.2,8,0.4,13.8,Asher_Hong
Hong,Asher,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",HB,NA,5.4,8,0,13.4,Asher_Hong
Hong,Asher,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",HB,NA,5.4,7.75,0,13.15,Asher_Hong
Hong,Asher,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",PB,NA,6,8.75,0,14.75,Asher_Hong
Hong,Asher,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",PB,NA,6,8.9,0,14.9,Asher_Hong
Hong,Asher,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",PH,NA,5.6,7.85,0,13.45,Asher_Hong
Hong,Asher,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",PH,NA,5.6,7.4,0,13,Asher_Hong
Hong,Asher,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",SR,NA,6.1,8.55,0,14.65,Asher_Hong
Hong,Asher,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",SR,NA,6.1,8.65,0,14.75,Asher_Hong
Hong,Asher,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,NA,6,8.85,0.1,14.75,Asher_Hong
Hong,Asher,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,NA,6,8.5,0.1,14.4,Asher_Hong
Hong,Asher,M,USA,2023-02-26,2023 Winter Cup,aa_final,"Louisville, Kentucky",FX,21,5.9,6.25,0,12.15,Asher_Hong
Hong,Asher,M,USA,2023-02-26,2023 Winter Cup,aa_final,"Louisville, Kentucky",HB,3,5.5,8.15,0,13.65,Asher_Hong
Hong,Asher,M,USA,2023-02-26,2023 Winter Cup,aa_final,"Louisville, Kentucky",PB,4,6,8.7,0,14.7,Asher_Hong
Hong,Asher,M,USA,2023-02-26,2023 Winter Cup,aa_final,"Louisville, Kentucky",PH,18,5.9,6.5,0,12.4,Asher_Hong
Hong,Asher,M,USA,2023-02-26,2023 Winter Cup,aa_final,"Louisville, Kentucky",SR,4,5.9,8.05,0,13.95,Asher_Hong
Hong,Asher,M,USA,2023-02-26,2023 Winter Cup,aa_final,"Louisville, Kentucky",VT,NA,6,8.35,0.3,14.05,Asher_Hong
Hong,Asher,M,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,6,6,8.35,0.1,14.25,Asher_Hong
Hong,Asher,M,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,54,4.9,5.4,0,10.3,Asher_Hong
Hong,Asher,M,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,4,6,8.7,0,14.7,Asher_Hong
Hong,Asher,M,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",PH,3,5.6,8.533,0,14.133,Asher_Hong
Hong,Asher,M,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,3,5.7,8.55,0,14.25,Asher_Hong
Hong,Asher,M,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",SR,5,5.9,7.466,0,13.366,Asher_Hong
Hong,Asher,M,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,3,5.9,8.65,0,14.55,Asher_Hong
Hong,Asher,M,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",VT1,4,6,7.766,0.3,13.466,Asher_Hong
Hong,Asher,M,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,2,6,9.45,0,15.45,Asher_Hong
Hong,Asher,M,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",VT2,4,5.2,9.033,0.1,14.133,Asher_Hong
Hong,Asher,M,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,2,5.2,9.1,0,14.3,Asher_Hong
Honnor,George,M,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,24,5.1,7.55,0.1,12.55,George_Honnor
Honnor,George,M,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,19,3.7,8.55,0,12.25,George_Honnor
Honnor,George,M,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,26,3.3,7.95,0,11.25,George_Honnor
Honnor,George,M,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,29,2.9,5.95,3,5.85,George_Honnor
Honnor,George,M,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,25,3.8,8.35,0,12.15,George_Honnor
Honnor,George,M,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,15,5.2,8.75,0,13.95,George_Honnor
Honnor,George,M,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",VT2,15,4.8,7.9,0.3,12.4,George_Honnor
Hoopes,Patrick,M,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",PH,NA,6.4,5.55,0,11.95,Patrick_Hoopes
Hoopes,Patrick,M,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",PH,NA,6.2,7.35,0,13.55,Patrick_Hoopes
Hoopes,Patrick,M,USA,2022-07-31,2022 U.S. Classic,aa_final,"West Valley City, Utah",PH,9,6.5,5.75,0,12.25,Patrick_Hoopes
Hoopes,Patrick,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",PB,68,4.1,7.9,0,12,Patrick_Hoopes
Hoopes,Patrick,M,USA,2023-08-06,2023 Core Hydration Classic,aa_final,"Hoffman Estates, Illinois",PH,3,6.4,7.55,0,13.95,Patrick_Hoopes
Hoopes,Patrick,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",PB,NA,4.3,8.7,0,13,Patrick_Hoopes
Hoopes,Patrick,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",PB,NA,4.3,8.75,0,13.05,Patrick_Hoopes
Hoopes,Patrick,M,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",PH,NA,6.5,7.8,0.3,14,Patrick_Hoopes
Hoopes,Patrick,M,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",PH,NA,6.5,6.55,0,13.05,Patrick_Hoopes
Hoopes,Patrick,M,USA,2023-02-26,2023 Winter Cup,aa_final,"Louisville, Kentucky",PH,2,6.4,8.15,0,14.55,Patrick_Hoopes
Hooton,Niall,M,IRL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,86,4.7,7.966,0,12.666,Niall_Hooton
Hooton,Niall,M,IRL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",HB,107,3.8,7.733,0,11.533,Niall_Hooton
Hooton,Niall,M,IRL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PB,113,4.5,6.3,0,10.8,Niall_Hooton
Hooton,Niall,M,IRL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PH,127,4.2,6.1,0,10.3,Niall_Hooton
Hooton,Niall,M,IRL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",SR,123,3.6,7.933,0,11.533,Niall_Hooton
Hooton,Niall,M,IRL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,71,4.8,8.9,0,13.7,Niall_Hooton
Horr,Carlo,M,GER,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",FX,73,5.1,6.6,0.4,11.3,Carlo_Horr
Horr,Carlo,M,GER,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",HB,33,5.1,8.1,0,13.2,Carlo_Horr
Horr,Carlo,M,GER,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",PB,40,5.2,7.8,0,13,Carlo_Horr
Horr,Carlo,M,GER,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",PH,50,5.3,6.666,0,11.966,Carlo_Horr
Horr,Carlo,M,GER,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",SR,38,5,8,0,13,Carlo_Horr
Horr,Carlo,M,GER,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,43,4.8,8.933,0.1,13.633,Carlo_Horr
Hossaini,Hamza,M,MAR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,100,5.1,7.866,0,12.966,Hamza_Hossaini
Hossaini,Hamza,M,MAR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,141,1.9,8.866,3,7.766,Hamza_Hossaini
Hossaini,Hamza,M,MAR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,122,5.2,7.033,0,12.233,Hamza_Hossaini
Hossaini,Hamza,M,MAR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,130,4,7,0,11,Hamza_Hossaini
Hossaini,Hamza,M,MAR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,38,5.6,8.733,0,14.333,Hamza_Hossaini
Hossaini,Hamza,M,MAR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,20,5.6,8.733,0,14.333,Hamza_Hossaini
Hossaini,Hamza,M,MAR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT2,20,5.2,7.866,0,13.066,Hamza_Hossaini
Hosseini,Milan,M,GER,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",FX,2,5.7,8.166,0,13.866,Milan_Hosseini
Hosseini,Milan,M,GER,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,8,5.7,8.233,0,13.933,Milan_Hosseini
Hosseini,Milan,M,GER,2023-04-16,2023 Senior European Championships,final,"Antalya, Turkey",FX,3,5.9,8.3,0,14.2,Milan_Hosseini
Hosseini,Milan,M,GER,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,4,6,8.266,0,14.266,Milan_Hosseini
Hosseini,Milan,M,GER,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",SR,54,4.4,8.733,0,13.133,Milan_Hosseini
Hosseini,Milan,M,GER,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,34,5.2,8.933,0,14.133,Milan_Hosseini
Hosseini,Milan,M,GE2,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,15,5.6,8.3,0,13.9,Milan_Hosseini
Hosseini,Milan,M,GE2,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,35,4.9,7.7,0,12.6,Milan_Hosseini
Hosseini,Milan,M,GE2,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,37,4.4,8.7,0,13.1,Milan_Hosseini
Hosseini,Milan,M,GE2,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,16,5.3,7.7,0,13,Milan_Hosseini
Hosseini,Milan,M,GE2,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,40,4.4,8.55,0,12.95,Milan_Hosseini
Hosseini,Milan,M,GE2,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,17,5.2,9.25,0,14.45,Milan_Hosseini
Hribar,Anze,M,SLO,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",FX,9,5.7,8,0,13.7,Anze_Hribar
Hribar,Anze,M,SLO,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",FX,14,5.7,7.45,0,13.15,Anze_Hribar
Hribar,Anze,M,SLO,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,34,5.4,6.666,0,12.066,Anze_Hribar
Hribar,Anze,M,SLO,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,29,4.2,8.1,0,12.3,Anze_Hribar
Hribar,Anze,M,SLO,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",FX,39,5.4,5.266,0.1,10.566,Anze_Hribar
Hribar,Anze,M,SLO,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",HB,27,4.2,7.933,0,12.133,Anze_Hribar
Hribar,Anze,M,SLO,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",SR,27,4.2,7.233,0,11.433,Anze_Hribar
Hribar,Anze,M,SLO,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,25,5.7,7.466,0,13.166,Anze_Hribar
Hribar,Anze,M,SLO,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",HB,42,4.2,6.733,0,10.933,Anze_Hribar
Hribar,Anze,M,SLO,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",FX,29,5.7,6.7,0,12.4,Anze_Hribar
Hribar,Anze,M,SLO,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",HB,20,4.2,8,0,12.2,Anze_Hribar
Hribar,Anze,M,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,93,5.7,6.833,0,12.533,Anze_Hribar
Hribar,Anze,M,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",HB,95,4.2,7.766,0,11.966,Anze_Hribar
Hribar,Anze,M,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PB,76,3.9,8.833,0,12.733,Anze_Hribar
Hribar,Anze,M,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PH,118,3.6,7.2,0,10.8,Anze_Hribar
Hribar,Anze,M,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",SR,98,4.2,8.166,0,12.366,Anze_Hribar
Hribar,Anze,M,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,64,4.8,8.933,0,13.733,Anze_Hribar
Hribar,Lucija,F,SLO,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,61,4.7,7.066,0,11.766,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,91,4.4,7.7,0,12.1,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,43,5,8.033,0,13.033,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,57,4.2,8.8,0,13,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",BB,20,4.7,6.866,0,11.566,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",UB,11,4.9,7.366,0,12.266,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",BB,3,4.7,7.7,0,12.4,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",BB,8,4.7,6.333,0,11.033,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",FX,9,4.2,7.466,0,11.666,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",UB,8,4.7,6.466,0,11.166,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",UB,7,4.8,5.8,0,10.6,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",BB,11,4.4,7.233,0,11.633,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",FX,4,4.2,7.7,0,11.9,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-02-27,2022 Cottbus World Cup,final,"Cottbus, Germany",FX,8,0.4,8.4,6.5,2.3,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",UB,12,4.8,6.866,0,11.666,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",BB,6,4.7,7.1,0,11.8,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",BB,5,4.2,7.333,0,11.533,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",FX,9,4.2,7.3,0,11.5,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",FX,8,4.3,7.1,0.3,11.1,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",UB,4,4.8,7.6,0,12.4,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",UB,6,4.7,6.066,0,10.766,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",BB,18,4.7,5.7,0,10.4,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",FX,9,4.2,7.6,0.1,11.7,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",UB,4,5,8,0,13,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-06-19,2022 Koper World Challenge Cup,final,"Koper, Slovenia",UB,4,5,8.1,0,13.1,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-10-09,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",BB,6,4.7,7.2,0,11.9,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",BB,4,4.7,7.65,0,12.35,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-10-09,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",FX,8,4.2,7.5,0,11.7,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",FX,6,4.2,7.7,0,11.9,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",UB,9,4.9,7.45,0,12.35,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",BB,7,4.7,7.3,0,12,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",BB,8,4.7,6.7,0,11.4,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,14,4.3,7.6,0,11.9,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",UB,10,4.8,7.166,0,11.966,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,29,4.7,7.666,0,12.366,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,55,4.2,7.733,0,11.933,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,64,4.7,6.766,0,11.466,Lucija_Hribar
Hribar,Lucija,F,SLO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,39,4.2,8.7,0,12.9,Lucija_Hribar
Hribar,Lucija,F,SLO,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,65,4.7,7.5,0,12.2,Lucija_Hribar
Hribar,Lucija,F,SLO,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,100,4.5,7.466,0,11.966,Lucija_Hribar
Hribar,Lucija,F,SLO,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,68,5,7.566,0,12.566,Lucija_Hribar
Hribar,Lucija,F,SLO,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,51,4.2,9.033,0,13.233,Lucija_Hribar
Hribar,Lucija,F,SLO,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",BB,24,4.7,6.8,0,11.5,Lucija_Hribar
Hribar,Lucija,F,SLO,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,15,4.7,7.5,0.1,12.1,Lucija_Hribar
Hribar,Lucija,F,SLO,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",UB,14,4.7,7.066,0,11.766,Lucija_Hribar
Hribar,Lucija,F,SLO,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",BB,14,4.7,6.866,0,11.566,Lucija_Hribar
